Name,CAS,Phase,A,B,C,Tchar,thetachar,DeltaCp,DeltaHref,DeltaSref,Tref,phi0,N,Source,flag,Cat_1,Cat_2,Cat_3
Methyl palmitoleate,10030-74-7,Rxi5SilMS,-131.17,16008.0,16.883,261.19,40.871,140.38,-82116.0,-122.77,90.0,0.002,13.0,Brehmer2022,String[],FAME,,
Methyl heptadecanoate,1731-92-6,Rxi5SilMS,-133.82,16727.0,17.139,273.21,40.542,142.5,-87327.0,-130.11,90.0,0.002,12.0,Brehmer2022,String[],FAME,FAMEs,
cis-10-Heptadecanoic acid methyl ester,,Rxi5SilMS,-131.1,16394.0,16.8,271.96,41.065,139.68,-85579.0,-126.96,90.0,0.002,12.0,Brehmer2022,String[],,,
Methyl stearate,112-61-8,Rxi5SilMS,-132.1,16993.0,16.829,283.27,40.583,139.93,-90474.0,-133.56,90.0,0.002,10.0,Brehmer2022,String[],FAME,FAMEs,
trans-9-Elaidic acid methyl ester,1937-62-8,Rxi5SilMS,-125.62,16367.0,15.976,281.7,41.033,132.83,-87844.0,-128.59,90.0,0.002,12.0,Brehmer2022,String[],FAME,,
cis-9-Oleic acid methyl ester,112-62-9,Rxi5SilMS,-132.2,16898.0,16.866,281.7,40.832,140.23,-89573.0,-132.28,90.0,0.002,12.0,Brehmer2022,String[],FAME,,
Methyl linolelaidate,2566-97-4,Rxi5SilMS,-225.36,23622.0,29.689,280.89,42.795,246.85,-106760.0,-171.77,90.0,0.002,12.0,Brehmer2022,String[],FAME,,
Methyl linoleate,112-63-0,Rxi5SilMS,-134.86,17064.0,17.238,281.17,40.921,143.33,-89831.0,-133.1,90.0,0.002,12.0,Brehmer2022,String[],FAME,,
Methyl arachidate,1120-28-1,Rxi5SilMS,-141.93,18430.0,18.053,302.28,41.176,150.1,-98727.0,-145.14,90.0,0.002,12.0,Brehmer2022,String[],FAME,FAMEs,
Gamma-Methyl linolenate,16326-32-2,Rxi5SilMS,-121.57,16025.0,15.435,282.36,41.422,128.34,-86630.0,-125.91,90.0,0.002,12.0,Brehmer2022,String[],,,
Methyl cis-11-eicosenoate,2390-09-2,Rxi5SilMS,-129.32,17368.0,16.353,300.65,41.238,135.97,-95026.0,-137.75,90.0,0.002,11.0,Brehmer2022,String[],FAME,,
Alpha-Methyl linolenate,301-00-8,Rxi5SilMS,-116.78,15600.0,14.79,280.16,41.277,122.97,-85051.0,-123.09,90.0,0.002,12.0,Brehmer2022,String[],FAME,,
Methyl heneicosanoate,6064-90-0,Rxi5SilMS,-146.26,19113.0,18.582,311.09,41.342,154.5,-102810.0,-150.82,90.0,0.002,11.0,Brehmer2022,String[],FAME,FAMEs,
"cis-11,14-Eicosadienoic acid methyl ester",61012-46-2,Rxi5SilMS,-125.3,17035.0,15.811,300.46,41.306,131.46,-93897.0,-135.41,90.0,0.002,9.0,Brehmer2022,String[],FAME,,
Methyl behenate,929-77-1,Rxi5SilMS,-155.61,20158.0,19.802,319.69,41.75,164.65,-107810.0,-158.61,90.0,0.002,10.0,Brehmer2022,String[],FAME,FAMEs,
"cis-8,11,14-Eicosatrienoic acid methyl ester",21061-10-9,Rxi5SilMS,-134.15,17530.0,17.066,299.69,42.32,141.89,-94221.0,-137.07,90.0,0.002,10.0,Brehmer2022,String[],FAME,,
Methyl erucate,1120-34-9,Rxi5SilMS,-142.81,19054.0,18.084,318.33,41.861,150.36,-103820.0,-150.68,90.0,0.002,10.0,Brehmer2022,String[],FAME,,
"cis-11,14,17-Eicosatrienoic acid methyl ester",55682-88-7,Rxi5SilMS,-132.72,17553.0,16.841,301.65,41.97,140.03,-95090.0,-138.03,90.0,0.002,11.0,Brehmer2022,String[],FAME,,
"cis-5,8,11,14-Eicosatetraenoic acid methyl ester",7771-44-0,Rxi5SilMS,-123.69,16678.0,15.648,298.42,42.24,130.1,-91423.0,-131.37,90.0,0.002,10.0,Brehmer2022,String[],FAME,,
Methyl tricosanoate,2433-97-8,Rxi5SilMS,-165.19,21218.0,21.054,328.03,42.222,175.06,-112840.0,-166.48,90.0,0.002,9.0,Brehmer2022,String[],FAME,FAMEs,
"cis-13,16-Docosadienoic acid methyl ester",61012-47-3,Rxi5SilMS,-137.78,18653.0,17.402,318.19,41.814,144.69,-102550.0,-147.99,90.0,0.002,11.0,Brehmer2022,String[],FAME,,
Methyl lignocerate,2442-49-1,Rxi5SilMS,-166.05,21629.0,21.112,335.89,42.292,175.53,-116080.0,-170.35,90.0,0.002,9.0,Brehmer2022,String[],FAME,,
"cis-5,8,11,14,17-Eicosapentaenoic acid methyl ester",2734-47-6,Rxi5SilMS,-124.84,16762.0,15.809,299.28,42.49,131.45,-91629.0,-131.69,90.0,0.002,11.0,Brehmer2022,String[],FAME,,
Methyl nervonate,2733-88-2,Rxi5SilMS,-160.25,21039.0,20.354,334.85,42.664,169.23,-113480.0,-165.56,90.0,0.002,9.0,Brehmer2022,String[],FAME,,
"cis-4,7,10,13,16,19-Docosahexaenoic acid methyl ester",301-01-9,Rxi5SilMS,-139.33,18441.0,17.693,316.22,43.35,147.11,-99904.0,-144.13,90.0,0.002,10.0,Brehmer2022,String[],FAME,,
Methyl butyrate,623-42-7,Rxi5SilMS,-73.265,7037.0,9.8742,51.217,27.442,82.099,-28694.0,-43.099,90.0,0.001,10.0,Brehmer2022,String[],FAME,FAMEs,
Methyl hexanoate,106-70-7,Rxi5SilMS,-66.411,7732.9,8.6172,94.594,29.631,71.647,-38276.0,-58.181,90.0,0.001,17.0,Brehmer2022,String[],FAME,FAMEs,
Methyl octanoate,111-11-5,Rxi5SilMS,-66.163,8697.6,8.3594,131.24,30.755,69.504,-47076.0,-70.892,90.0,0.001,20.0,Brehmer2022,String[],FAME,FAMEs,
Methyl decanoate,110-42-9,Rxi5SilMS,-74.301,10053.0,9.3389,162.64,31.742,77.648,-55387.0,-82.402,90.0,0.001,17.0,Brehmer2022,String[],FAME,Grob,FAMEs
Methyl undecanoate,1731-86-8,Rxi5SilMS,-70.915,10290.0,8.7697,177.03,31.956,72.916,-59074.0,-86.885,90.0,0.001,18.0,Brehmer2022,String[],FAME,Grob,FAMEs
Methyl laurate,111-82-0,Rxi5SilMS,-68.274,10523.0,8.3238,190.51,32.263,69.208,-62357.0,-90.488,90.0,0.001,18.0,Brehmer2022,String[],FAME,Grob,FAMEs
 Methyl tridecanoate,1731-88-0,Rxi5SilMS,-68.323,10924.0,8.2564,203.13,32.446,68.648,-65896.0,-94.757,90.0,0.001,18.0,Brehmer2022,String[],FAME,FAMEs,
Methyl myristate,124-10-7,Rxi5SilMS,-87.109,12520.0,10.819,214.85,32.892,89.957,-71430.0,-104.03,90.0,0.001,14.0,Brehmer2022,String[],FAME,FAMEs,
Methyl myristoleate,92857-33-5,Rxi5SilMS,-73.211,11519.0,8.9014,213.99,33.038,74.01,-68898.0,-98.428,90.0,0.001,16.0,Brehmer2022,String[],FAME,,
Methyl pentadecanoate,7132-64-1,Rxi5SilMS,-75.53,12142.0,9.132,226.36,32.912,75.927,-73384.0,-104.49,90.0,0.001,17.0,Brehmer2022,String[],FAME,FAMEs,
Methyl cis-10-pentadecenoate,90176-52-6,Rxi5SilMS,-81.499,12431.0,9.9952,225.42,33.377,83.105,-73173.0,-104.63,90.0,0.001,16.0,Brehmer2022,String[],FAME,,
Methyl palmitate,112-39-0,Rxi5SilMS,-78.297,12663.0,9.4632,237.15,33.239,78.681,-76716.0,-108.5,90.0,0.001,15.0,Brehmer2022,String[],FAME,FAMEs,
Methyl palmitoleate,10030-74-7,Rxi5SilMS,-78.893,12580.0,9.5767,235.43,33.548,79.625,-75683.0,-106.96,90.0,0.001,16.0,Brehmer2022,String[],FAME,,
Methyl heptadecanoate,1731-92-6,Rxi5SilMS,-83.087,13365.0,10.062,247.52,33.359,83.659,-80745.0,-114.01,90.0,0.001,11.0,Brehmer2022,String[],FAME,FAMEs,
Methyl cis-10-heptadecanoate,,Rxi5SilMS,-87.87,13521.0,10.771,245.84,33.961,89.554,-79901.0,-113.13,90.0,0.001,13.0,Brehmer2022,String[],,,
Methyl stearate,112-61-8,Rxi5SilMS,-90.066,14171.0,10.977,257.18,33.685,91.27,-84679.0,-119.56,90.0,0.001,13.0,Brehmer2022,String[],FAME,FAMEs,
trans-9-Elaidic acid methyl ester,1937-62-8,Rxi5SilMS,-81.657,13417.0,9.8551,255.35,34.028,81.94,-81797.0,-113.97,90.0,0.001,13.0,Brehmer2022,String[],FAME,,
cis-9-Oleic acid methyl ester,112-62-9,Rxi5SilMS,-76.218,13077.0,9.0914,255.59,33.806,75.59,-81276.0,-112.53,90.0,0.001,13.0,Brehmer2022,String[],FAME,,
Methyl linolelaidate,2566-97-4,Rxi5SilMS,-78.612,13173.0,9.441,254.91,34.059,78.497,-81019.0,-112.39,90.0,0.001,14.0,Brehmer2022,String[],FAME,,
Methyl linoleate,112-63-0,Rxi5SilMS,-88.821,13965.0,10.831,255.0,33.833,90.052,-83407.0,-117.61,90.0,0.001,11.0,Brehmer2022,String[],FAME,,
Methyl arachidate,1120-28-1,Rxi5SilMS,-101.53,15670.0,12.443,275.46,34.033,103.46,-92718.0,-130.81,90.0,0.001,12.0,Brehmer2022,String[],FAME,FAMEs,
gamma- Methyl ?-linolenate,,Rxi5SilMS,-81.524,13353.0,9.8548,255.67,34.35,81.937,-81263.0,-112.89,90.0,0.001,13.0,Brehmer2022,String[],,,
Methyl cis-11-eicosenoate,2390-09-2,Rxi5SilMS,-94.7,15023.0,11.54,273.8,34.343,95.952,-90062.0,-125.81,90.0,0.001,12.0,Brehmer2022,String[],FAME,,
Alpha-Methyl linolenate,301-00-8,Rxi5SilMS,-78.748,13083.0,9.4837,253.59,34.305,78.852,-80144.0,-111.08,90.0,0.001,13.0,Brehmer2022,String[],FAME,,
Methyl heneicosanoate,6064-90-0,Rxi5SilMS,-112.13,16766.0,13.849,284.1,34.319,115.15,-97581.0,-138.4,90.0,0.001,12.0,Brehmer2022,String[],FAME,FAMEs,
"cis-11,14-Eicosadienoic acid methyl ester",61012-46-2,Rxi5SilMS,-83.571,14156.0,10.026,273.65,34.47,83.359,-87426.0,-120.1,90.0,0.001,10.0,Brehmer2022,String[],FAME,,
Methyl behenate,929-77-1,Rxi5SilMS,-112.53,17138.0,13.844,292.29,34.341,115.11,-100690.0,-141.96,90.0,0.001,10.0,Brehmer2022,String[],FAME,FAMEs,
"cis-8,11,14-Eicosatrienoic acid methyl ester",21061-10-9,Rxi5SilMS,-89.792,14506.0,10.905,272.19,34.746,90.665,-87683.0,-121.45,90.0,0.001,10.0,Brehmer2022,String[],FAME,,
Methyl erucate,1120-34-9,Rxi5SilMS,-109.93,16790.0,13.525,290.85,34.719,112.45,-98762.0,-138.66,90.0,0.001,12.0,Brehmer2022,String[],FAME,,
"cis-11,14,17-Eicosatrienoic acid methyl ester",55682-88-7,Rxi5SilMS,-94.018,14972.0,11.447,273.81,34.342,95.175,-89923.0,-125.49,90.0,0.001,12.0,Brehmer2022,String[],FAME,,
"cis-5,8,11,14-Eicosatetraenoic acid methyl ester",7771-44-0,Rxi5SilMS,-86.063,14121.0,10.419,270.97,35.034,86.632,-85944.0,-118.26,90.0,0.001,12.0,Brehmer2022,String[],FAME,,
Methyl tricosanoate,2433-97-8,Rxi5SilMS,-121.12,18092.0,14.971,300.3,34.592,124.48,-105220.0,-148.79,90.0,0.001,11.0,Brehmer2022,String[],FAME,FAMEs,
"cis-13,16-Docosadienoic acid methyl ester",61012-47-3,Rxi5SilMS,-109.56,16707.0,13.49,290.78,34.949,112.16,-98176.0,-137.62,90.0,0.001,12.0,Brehmer2022,String[],FAME,,
Methyl lignocerate,2442-49-1,Rxi5SilMS,-130.74,19125.0,16.237,308.02,34.864,135.0,-109980.0,-156.17,90.0,0.001,10.0,Brehmer2022,String[],FAME,,
"cis-5,8,11,14,17-Eicosapentaenoic acid methyl ester",2734-47-6,Rxi5SilMS,-97.743,14960.0,12.032,271.69,35.322,100.04,-88052.0,-122.93,90.0,0.001,11.0,Brehmer2022,String[],FAME,,
Methyl nervonate,2733-88-2,Rxi5SilMS,-124.45,18504.0,15.412,306.76,35.154,128.14,-107320.0,-151.23,90.0,0.001,10.0,Brehmer2022,String[],FAME,,
"cis-4,7,10,13,16,19-Docosahexaenoic acid methyl ester",301-01-9,Rxi5SilMS,-92.157,15129.0,11.172,287.96,35.531,92.886,-92061.0,-125.81,90.0,0.001,9.0,Brehmer2022,String[],FAME,,
4-Methyl-2-pentanone,108-10-1,Rxi5SilMS,-63.108,6730.2,8.3021,74.484,31.437,69.027,-30891.0,-48.782,90.0,0.002,11.0,Brehmer2022,String[],ketone,,
2-Hexanone,591-78-6,Rxi5SilMS,-59.914,6798.3,7.7863,85.967,32.224,64.739,-33015.0,-51.792,90.0,0.002,13.0,Brehmer2022,String[],alkanones,ketone,
2-Decanone,693-54-9,Rxi5SilMS,-76.481,9568.9,9.7777,165.11,36.352,81.296,-50037.0,-75.378,90.0,0.002,13.0,Brehmer2022,String[],ketone,alkanones,
2-Undecanone,112-12-9,Rxi5SilMS,-77.399,10062.0,9.8199,181.4,36.906,81.647,-54012.0,-80.591,90.0,0.002,11.0,Brehmer2022,String[],alkanones,ketone,
2-Dodecanone,6175-49-1,Rxi5SilMS,-81.945,10779.0,10.374,196.52,37.348,86.257,-58294.0,-86.597,90.0,0.002,10.0,Brehmer2022,String[],alkanones,ketone,
2-Tridecanone,593-08-8,Rxi5SilMS,-96.37,12110.0,12.322,210.75,38.088,102.45,-63488.0,-94.899,90.0,0.002,8.0,Brehmer2022,String[],alkanones,ketone,
2-Pentadecanone,2345-28-0,Rxi5SilMS,-114.43,14073.0,14.705,237.31,39.681,122.27,-72609.0,-108.44,90.0,0.002,7.0,Brehmer2022,String[],alkanones,ketone,
2-Hexanone,591-78-6,Rxi5SilMS,-80.869,7451.0,10.998,55.828,28.235,91.439,-28745.0,-41.93,90.0,0.001,8.0,Brehmer2022,String[],alkanones,ketone,
2-Decanone,693-54-9,Rxi5SilMS,-87.68,10157.0,11.408,143.17,32.05,94.848,-50005.0,-75.052,90.0,0.001,12.0,Brehmer2022,String[],ketone,alkanones,
2-Undecanone,112-12-9,Rxi5SilMS,-90.746,10809.0,11.741,158.93,32.546,97.619,-54422.0,-81.44,90.0,0.001,13.0,Brehmer2022,String[],alkanones,ketone,
2-Dodecanone,6175-49-1,Rxi5SilMS,-89.348,11194.0,11.441,173.62,32.817,95.127,-58527.0,-87.001,90.0,0.001,9.0,Brehmer2022,String[],alkanones,ketone,
2-Tridecanone,593-08-8,Rxi5SilMS,-97.945,12163.0,12.566,187.43,33.273,104.48,-63187.0,-94.013,90.0,0.001,10.0,Brehmer2022,String[],alkanones,ketone,
4-Methyl-2-pentanone,108-10-1,Rxi5SilMS,-89.244,8184.2,12.129,66.937,28.492,100.84,-31426.0,-46.72,90.0,0.001,7.0,Brehmer2022,String[],ketone,,
2-Pentadecanone,2345-28-0,Rxi5SilMS,-111.18,13868.0,14.252,212.89,34.033,118.49,-72274.0,-107.37,90.0,0.001,8.0,Brehmer2022,String[],alkanones,ketone,
2-Hexanone,591-78-6,Rxi17SilMS,-158.01,11801.0,22.116,69.311,27.747,183.88,-31338.0,-45.924,90.0,0.001,6.0,Brehmer2022,String[],alkanones,ketone,
2-Decanone,693-54-9,Rxi17SilMS,-122.05,11964.0,16.367,139.4,32.655,136.08,-50057.0,-76.488,90.0,0.001,12.0,Brehmer2022,String[],ketone,alkanones,
2-Undecanone,112-12-9,Rxi17SilMS,-158.02,14545.0,21.378,154.01,33.709,177.75,-56383.0,-88.308,90.0,0.001,11.0,Brehmer2022,String[],alkanones,ketone,
2-Dodecanone,6175-49-1,Rxi17SilMS,-158.84,15108.0,21.369,168.12,34.292,177.67,-61093.0,-95.703,90.0,0.001,11.0,Brehmer2022,String[],alkanones,ketone,
2-Tridecanone,593-08-8,Rxi17SilMS,-150.46,15136.0,20.048,181.23,34.26,166.69,-65314.0,-101.72,90.0,0.001,9.0,Brehmer2022,String[],alkanones,ketone,
2-Pentadecanone,2345-28-0,Rxi17SilMS,-160.84,16724.0,21.299,205.93,35.2,177.09,-74745.0,-116.32,90.0,0.001,8.0,Brehmer2022,String[],alkanones,ketone,
2-Pentadecanone Std,2345-28-0,Rxi17SilMS,-159.26,16629.0,21.073,205.65,35.057,175.21,-74634.0,-116.09,90.0,0.001,8.0,Brehmer2022,String[],alkanones,ketone,
4-Methyl-2-pentanone,108-10-1,Rxi17SilMS,-79.682,7336.9,10.858,56.791,28.996,90.281,-28217.0,-40.042,90.0,0.001,5.0,Brehmer2022,String[],ketone,,
2-Octanone,111-13-7,Rxi17SilMS,-101.18,10089.0,13.472,103.34,28.253,112.01,-43209.0,-68.931,90.0,0.001,14.0,Brehmer2022,String[],ketone,alkanones,
2-Heptanone,110-43-0,Rxi17SilMS,-89.404,8993.3,11.875,85.643,27.202,98.738,-38917.0,-62.567,90.0,0.001,12.0,Brehmer2022,String[],alkanones,ketone,
2-Nonanone,821-55-6,Rxi17SilMS,-96.624,10331.0,12.701,120.2,29.002,105.6,-47545.0,-75.292,90.0,0.001,15.0,Brehmer2022,String[],alkanones,ketone,
2-Octanone,111-13-7,Rxi5SilMS,-70.342,8308.9,9.093,107.34,29.856,75.604,-41629.0,-63.581,90.0,0.001,12.0,Brehmer2022,String[],ketone,alkanones,
4-Fluoroaniline,371-40-4,Rxi5SilMS,-56.236,7489.5,7.1019,111.09,31.012,59.049,-40828.0,-60.441,90.0,0.001,15.0,Brehmer2022,String[],aromatic,,
"2,6-Dimethylphenol",576-26-1,Rxi5SilMS,-59.876,8137.1,7.537,130.09,31.896,62.666,-44898.0,-65.768,90.0,0.001,15.0,Brehmer2022,String[],aromatic,Grob,
n-Heptanal,111-71-7,Rxi5SilMS,-63.053,7469.1,8.1479,90.696,29.389,67.745,-37500.0,-57.157,90.0,0.001,12.0,Brehmer2022,String[],aldehyde,,
Octan-1-ol,111-87-5,Rxi5SilMS,-74.14,8947.2,9.5332,121.49,30.037,79.264,-45607.0,-69.923,90.0,0.001,13.0,Brehmer2022,String[],alcohol,Grob,alcohols
"1,3-Dichlorobenzene",541-73-1,Rxi5SilMS,-40.031,6489.6,4.8316,114.04,32.457,40.172,-39369.0,-55.852,90.0,0.001,15.0,Brehmer2022,String[],aromatic,,
Cyclohexanone,108-94-1,Rxi5SilMS,-38.753,5951.3,4.7377,91.301,31.44,39.392,-35177.0,-50.613,90.0,0.001,15.0,Brehmer2022,String[],ketone,,
4-Methylphenol,106-44-5,Rxi5SilMS,-67.331,8523.6,8.5774,122.14,30.441,71.316,-44971.0,-68.107,90.0,0.001,13.0,Brehmer2022,String[],aromatic,,
Aniline,62-53-3,Rxi5SilMS,-48.856,6902.6,6.0968,106.95,31.51,50.691,-38983.0,-56.702,90.0,0.001,14.0,Brehmer2022,String[],anilines,aromatic,
n-Butylbenzene,104-51-8,Rxi5SilMS,-52.442,7489.4,6.5235,121.86,31.762,54.239,-42574.0,-62.057,90.0,0.001,14.0,Brehmer2022,String[],aromatic,,
Nonan-2-one,821-55-6,Rxi5SilMS,-69.09,8728.6,8.8031,125.43,30.435,73.193,-45993.0,-69.793,90.0,0.001,14.0,Brehmer2022,String[],alkanones,ketone,
1-Phenyl-2-propanol,698-87-3,Rxi5SilMS,-60.35,8236.2,7.6019,135.26,32.505,63.206,-45526.0,-65.984,90.0,0.001,14.0,Brehmer2022,String[],aromatic,,
Hexan-1-ol,111-27-3,Rxi5SilMS,-62.941,7345.5,8.1442,83.348,28.611,67.715,-36483.0,-56.441,90.0,0.001,12.0,Brehmer2022,String[],alcohols,alcohol,
n-Octanal,124-13-0,Rxi5SilMS,-68.733,8256.6,8.8614,110.18,30.237,73.678,-41893.0,-63.484,90.0,0.001,13.0,Brehmer2022,String[],aldehyde,,
1-Phenyl ethanol,98-85-1,Rxi5SilMS,-67.128,8316.7,8.6303,122.0,31.824,71.756,-43090.0,-63.389,90.0,0.001,13.0,Brehmer2022,String[],alcohol,,
2-Chlorophenol,95-57-8,Rxi5SilMS,-56.948,7336.4,7.2832,110.05,32.304,60.556,-39008.0,-55.973,90.0,0.001,14.0,Brehmer2022,String[],aromatic,,
Bromobenzene,108-86-1,Rxi5SilMS,-50.937,6712.5,6.494,99.601,32.374,53.994,-36203.0,-51.234,90.0,0.001,12.0,Brehmer2022,String[],aromatic,,
Methyl benzoate,93-58-3,Rxi5SilMS,-63.178,8224.8,8.0433,128.56,32.316,66.876,-44099.0,-64.197,90.0,0.001,13.0,Brehmer2022,String[],ester,,
Styrene,100-42-5,Rxi5SilMS,-47.494,6422.0,5.9959,90.431,31.162,49.853,-35292.0,-51.159,90.0,0.001,14.0,Brehmer2022,String[],aromatic,,
3-Methylphenol,108-39-4,Rxi5SilMS,-75.657,8971.1,9.7816,122.35,30.655,81.329,-45055.0,-68.3,90.0,0.001,14.0,Brehmer2022,String[],aromatic,,
"1,2-Dichlorobenzene",95-50-1,Rxi5SilMS,-54.181,7328.5,6.8703,119.43,33.278,57.123,-40189.0,-56.631,90.0,0.001,14.0,Brehmer2022,String[],aromatic,,
n-Nonanal,124-19-6,Rxi5SilMS,-70.409,8832.4,8.9952,128.23,30.852,74.79,-46277.0,-69.748,90.0,0.001,15.0,Brehmer2022,String[],aldehyde,Grob,
Chlorobenzene,108-90-7,Rxi5SilMS,-42.318,5898.8,5.3141,81.298,31.289,44.184,-33000.0,-47.208,90.0,0.001,13.0,Brehmer2022,String[],aromatic,,
2-Chloroaniline,95-51-2,Rxi5SilMS,-62.008,8205.1,7.8909,135.37,33.502,65.609,-44395.0,-63.203,90.0,0.001,15.0,Brehmer2022,String[],aromatic,,
Octan-2-ol,123-96-6,Rxi5SilMS,-65.813,8129.7,8.4218,109.39,29.816,70.022,-42166.0,-64.409,90.0,0.001,17.0,Brehmer2022,String[],alcohol,,
Benzyl alcohol,100-51-6,Rxi5SilMS,-67.971,8239.0,8.7786,117.09,31.64,72.989,-41997.0,-61.893,90.0,0.001,17.0,Brehmer2022,String[],allergenic fragrances,alcohol,
Phenyl acetate,122-79-2,Rxi5SilMS,-70.048,8489.6,9.0401,120.99,31.533,75.164,-43290.0,-64.172,90.0,0.001,14.0,Brehmer2022,String[],ester,,
2-Methylphenol,95-48-7,Rxi5SilMS,-77.992,8965.2,10.157,119.0,30.866,84.447,-43874.0,-66.214,90.0,0.001,16.0,Brehmer2022,String[],aromatic,,
Cyclohexanol,108-93-0,Rxi5SilMS,-62.975,7263.0,8.2213,88.988,30.6,68.356,-35565.0,-52.3,90.0,0.001,13.0,Brehmer2022,String[],alcohol,,
Benzaldehyde,100-52-7,Rxi5SilMS,-62.864,7550.9,8.1563,104.77,31.962,67.815,-38155.0,-55.106,90.0,0.001,16.0,Brehmer2022,String[],allergenic fragrances,aldehyde,
Acetophenone,98-86-2,Rxi5SilMS,-62.992,8040.6,8.0656,123.99,32.604,67.061,-42500.0,-61.367,90.0,0.001,13.0,Brehmer2022,String[],phenones,aromatic,
Linalool,78-70-6,Rxi5SilMS,-76.926,9138.9,9.9525,127.76,31.217,82.749,-45935.0,-69.059,90.0,0.001,14.0,Brehmer2022,String[],allergenic fragrances,terpene,
Heptan-2-one,110-43-0,Rxi5SilMS,-62.986,7401.0,8.1531,88.024,29.272,67.788,-36918.0,-56.311,90.0,0.001,14.0,Brehmer2022,String[],alkanones,ketone,
Nitrobenzene,98-95-3,Rxi5SilMS,-61.535,7978.3,7.8727,128.79,33.56,65.457,-42565.0,-60.315,90.0,0.001,14.0,Brehmer2022,String[],aromatic,,
"3,5-Dimethylphenol",108-68-9,Rxi5SilMS,-81.664,9717.7,10.563,138.85,31.635,87.824,-48904.0,-73.462,90.0,0.001,12.0,Brehmer2022,String[],aromatic,,
Phenol,108-95-2,Rxi5SilMS,-75.3,8516.4,9.8207,104.66,29.699,81.654,-41157.0,-63.092,90.0,0.001,16.0,Brehmer2022,String[],aromatic,,
2-Nitrophenol,88-75-5,Rxi5SilMS,-65.114,8321.8,8.3681,137.04,34.413,69.577,-43925.0,-61.672,90.0,0.001,14.0,Brehmer2022,String[],aromatic,,
"1,2-Dimethylbenzene",95-47-6,Rxi5SilMS,-126.11,10270.0,17.564,96.698,36.247,146.04,-32355.0,-41.599,90.0,0.001,13.0,Brehmer2022,String[],BTEX,aromatic,
Ethylbenzene,100-41-4,Rxi5SilMS,-123.27,9897.2,17.224,89.926,36.18,143.21,-30284.0,-37.5,90.0,0.001,15.0,Brehmer2022,String[],BTEX,aromatic,
n-Octanal,124-13-0,Rxi17SilMS,-103.88,10299.0,13.845,105.34,28.314,115.11,-43831.0,-69.997,90.0,0.001,15.0,Brehmer2022,String[],aldehyde,,
2-Octanone,111-13-7,Rxi17SilMS,-101.18,10089.0,13.472,103.34,28.253,112.01,-43209.0,-68.931,90.0,0.001,14.0,Brehmer2022,String[],ketone,alkanones,
Octan-2-ol,123-96-6,Rxi17SilMS,-83.276,8966.6,10.933,99.402,28.364,90.905,-41540.0,-65.623,90.0,0.001,10.0,Brehmer2022,String[],alcohol,,
Benzyl alcohol,100-51-6,Rxi17SilMS,-82.015,9361.3,10.713,128.54,31.9,89.073,-45487.0,-67.771,90.0,0.001,11.0,Brehmer2022,String[],allergenic fragrances,alcohol,
"1,2-Dimethylbenzene",95-47-6,Rxi17SilMS,-61.233,7253.8,7.9308,89.118,29.958,65.94,-36365.0,-54.473,90.0,0.001,8.0,Brehmer2022,String[],BTEX,aromatic,
4-Fluoroaniline,371-40-4,Rxi17SilMS,-87.199,9555.0,11.476,124.41,31.658,95.415,-44795.0,-67.144,90.0,0.001,13.0,Brehmer2022,String[],aromatic,,
Phenyl acetate,122-79-2,Rxi17SilMS,-89.43,9972.9,11.704,130.09,30.952,97.313,-47580.0,-72.601,90.0,0.001,14.0,Brehmer2022,String[],ester,,
1-Phenyl ethanol,98-85-1,Rxi17SilMS,-87.269,9735.3,11.446,130.85,31.935,95.169,-46383.0,-69.422,90.0,0.001,14.0,Brehmer2022,String[],alcohol,,
"2,6-Dimethylphenol",576-26-1,Rxi17SilMS,-81.936,9554.0,10.67,138.08,32.734,88.716,-47219.0,-69.574,90.0,0.001,14.0,Brehmer2022,String[],aromatic,Grob,
2-Chlorophenol,95-57-8,Rxi17SilMS,-76.922,8575.6,10.128,115.88,32.649,84.209,-40721.0,-58.959,90.0,0.001,15.0,Brehmer2022,String[],aromatic,,
2-Methylphenol,95-48-7,Rxi17SilMS,-90.81,9840.2,11.973,126.96,31.703,99.547,-45665.0,-68.676,90.0,0.001,12.0,Brehmer2022,String[],aromatic,,
Cyclohexanol,108-93-0,Rxi17SilMS,-76.301,8134.5,10.081,90.095,29.501,83.819,-37195.0,-56.488,90.0,0.001,14.0,Brehmer2022,String[],alcohol,,
Methyl hexanoate,106-70-7,Rxi17SilMS,-85.289,8922.9,11.233,89.375,27.095,93.397,-40272.0,-65.178,90.0,0.001,9.0,Brehmer2022,String[],FAME,FAMEs,
Bromobenzene,108-86-1,Rxi17SilMS,-73.143,8087.6,9.6455,104.09,31.987,80.197,-38120.0,-55.2,90.0,0.001,15.0,Brehmer2022,String[],aromatic,,
n-Heptanal,111-71-7,Rxi17SilMS,-93.493,9208.0,12.481,87.546,27.644,103.77,-38876.0,-61.875,90.0,0.001,13.0,Brehmer2022,String[],aldehyde,,
Benzaldehyde,100-52-7,Rxi17SilMS,-71.329,8402.2,9.2673,116.34,31.652,77.052,-41879.0,-61.799,90.0,0.001,12.0,Brehmer2022,String[],allergenic fragrances,aldehyde,
Ethylbenzene,100-41-4,Rxi17SilMS,-82.834,8227.0,11.096,81.076,29.203,92.253,-34901.0,-52.649,90.0,0.001,9.0,Brehmer2022,String[],BTEX,aromatic,
