Name,CAS,Phase,A,err_A,B,err_B,C,err_C,Tchar,err_Tchar,thetachar,err_thetachar,DeltaCp,err_DeltaCp,DeltaHchar,err_DeltaHchar,DeltaSchar,err_DeltaSchar,DeltaHref,err_DeltaHref,DeltaSref,err_DeltaSref,Tref,phi0,N,R²,χ²,χ̄²,Source,flag,Cat_1,Cat_2,Cat_3
2-Octanone,111-13-7,Rxi5SilMS,-70.342,3.3675,8308.9,184.79,9.093,0.48512,107.34,0.078585,29.856,0.050423,75.604,4.0335,-40318.0,70.099,-60.054,0.18029,-41629.0,100.2,-63.581,0.26237,90.0,0.001,12.0,0.99998,0.00032577,3.6196e-5,Brehmer2022,String[],alkanones,ketone,
4-Fluoroaniline,371-40-4,Rxi5SilMS,-56.236,4.2347,7489.5,234.6,7.1019,0.60917,111.09,0.14609,31.012,0.098017,59.049,5.0649,-39583.0,128.67,-57.107,0.32793,-40828.0,169.0,-60.441,0.43767,90.0,0.001,15.0,0.99993,0.0017907,0.00014922,Brehmer2022,String[],aromatic,,
"2,6-Dimethylphenol",576-26-1,Rxi5SilMS,-59.876,3.8958,8137.1,224.76,7.537,0.55657,130.09,0.13731,31.896,0.070705,62.666,4.6275,-42386.0,98.294,-59.207,0.23575,-44898.0,211.3,-65.768,0.5407,90.0,0.001,15.0,0.99995,0.0014948,0.00012456,Brehmer2022,String[],aromatic,Grob,
n-Heptanal,111-71-7,Rxi5SilMS,-63.053,3.7092,7469.1,196.2,8.1479,0.5378,90.696,0.079625,29.389,0.091717,67.745,4.4715,-37452.0,118.02,-57.027,0.32203,-37500.0,118.93,-57.157,0.32351,90.0,0.001,12.0,0.99997,0.00040035,4.4484e-5,Brehmer2022,String[],aldehyde,,
Octan-1-ol,111-87-5,Rxi5SilMS,-74.14,4.8748,8947.2,276.0,9.5332,0.69858,121.49,0.12781,30.037,0.071425,79.264,5.8083,-43110.0,106.25,-63.331,0.26215,-45607.0,213.12,-69.923,0.55186,90.0,0.001,13.0,0.99995,0.0010535,0.00010535,Brehmer2022,String[],Grob,alcohol,alcohols
"1,3-Dichlorobenzene",541-73-1,Rxi5SilMS,-40.031,3.8741,6489.6,215.96,4.8316,0.55669,114.04,0.14088,32.457,0.089885,40.172,4.6286,-38403.0,109.96,-53.277,0.27704,-39369.0,157.55,-55.852,0.40748,90.0,0.001,15.0,0.99994,0.0014954,0.00012462,Brehmer2022,String[],aromatic,,
Cyclohexanone,108-94-1,Rxi5SilMS,-38.753,3.7021,5951.3,196.6,4.7377,0.5366,91.301,0.12256,31.44,0.14769,39.392,4.4616,-35126.0,166.68,-50.472,0.45389,-35177.0,167.54,-50.613,0.45531,90.0,0.001,15.0,0.99993,0.0013895,0.00011579,Brehmer2022,String[],ketone,,
4-Methylphenol,106-44-5,Rxi5SilMS,-67.331,3.4569,8523.6,196.1,8.5774,0.49526,122.14,0.10097,30.441,0.063472,71.316,4.1178,-42679.0,91.619,-62.059,0.2268,-44971.0,162.11,-68.107,0.41802,90.0,0.001,13.0,0.99997,0.00065975,6.5975e-5,Brehmer2022,String[],aromatic,,
Aniline,62-53-3,Rxi5SilMS,-48.856,4.2736,6902.6,234.6,6.0968,0.61572,106.95,0.14132,31.51,0.10818,50.691,5.1194,-38124.0,133.93,-54.389,0.34637,-38983.0,161.02,-56.702,0.41988,90.0,0.001,14.0,0.99992,0.001506,0.00013691,Brehmer2022,String[],anilines,aromatic,
n-Butylbenzene,104-51-8,Rxi5SilMS,-52.442,4.1979,7489.4,237.9,6.5235,0.6015,121.86,0.13318,31.762,0.071751,54.239,5.0012,-40846.0,96.294,-57.496,0.23618,-42574.0,187.39,-62.057,0.48404,90.0,0.001,14.0,0.99995,0.0011844,0.00010767,Brehmer2022,String[],aromatic,,
Nonan-2-one,821-55-6,Rxi5SilMS,-69.09,2.9805,8728.6,170.22,8.8031,0.42652,125.43,0.089588,30.435,0.046965,73.193,3.5463,-43400.0,69.756,-62.979,0.1698,-45993.0,144.74,-69.793,0.37268,90.0,0.001,14.0,0.99998,0.00059553,5.4139e-5,Brehmer2022,String[],alkanones,ketone,
1-Phenyl-2-propanol,698-87-3,Rxi5SilMS,-60.35,3.7244,8236.2,217.29,7.6019,0.5311,135.26,0.11326,32.505,0.078137,63.206,4.4158,-42666.0,105.26,-58.561,0.2528,-45526.0,226.74,-65.984,0.57812,90.0,0.001,14.0,0.99996,0.0009234,8.3946e-5,Brehmer2022,String[],aromatic,,
Hexan-1-ol,111-27-3,Rxi5SilMS,-62.941,5.4,7345.5,281.03,8.1442,0.78524,83.348,0.11223,28.611,0.15753,67.715,6.5288,-36934.0,204.68,-57.693,0.57134,-36483.0,210.21,-56.441,0.58553,90.0,0.001,12.0,0.99993,0.00085351,9.4835e-5,Brehmer2022,String[],alcohols,alcohol,
n-Octanal,124-13-0,Rxi5SilMS,-68.733,1.5394,8256.6,85.063,8.8614,0.22153,110.18,0.044855,30.237,0.029273,73.678,1.8419,-40406.0,40.245,-59.499,0.10279,-41893.0,55.452,-63.484,0.14414,90.0,0.001,13.0,0.99999,0.0001354,1.354e-5,Brehmer2022,String[],aldehyde,,
1-Phenyl ethanol,98-85-1,Rxi5SilMS,-67.128,2.2161,8316.7,125.68,8.6303,0.31751,122.0,0.085315,31.824,0.044408,71.756,2.64,-40794.0,59.589,-57.33,0.14578,-43090.0,104.59,-63.389,0.2681,90.0,0.001,13.0,0.99998,0.00038452,3.8452e-5,Brehmer2022,String[],alcohol,,
2-Chlorophenol,95-57-8,Rxi5SilMS,-56.948,1.7371,7336.4,96.04,7.2832,0.24999,110.05,0.064192,32.304,0.046662,60.556,2.0785,-37794.0,56.042,-52.72,0.14342,-39008.0,70.641,-55.973,0.18297,90.0,0.001,14.0,0.99999,0.00027464,2.4968e-5,Brehmer2022,String[],aromatic,,
Bromobenzene,108-86-1,Rxi5SilMS,-50.937,1.6956,6712.5,91.528,6.494,0.24499,99.601,0.050125,32.374,0.045217,53.994,2.0369,-35685.0,50.758,-49.825,0.13433,-36203.0,54.937,-51.234,0.14529,90.0,0.001,12.0,0.99999,0.00011979,1.331e-5,Brehmer2022,String[],aromatic,,
Methyl benzoate,93-58-3,Rxi5SilMS,-63.178,1.828,8224.8,105.12,8.0433,0.2613,128.56,0.050131,32.316,0.035069,66.876,2.1726,-41520.0,46.233,-57.448,0.1129,-44099.0,96.115,-64.197,0.24721,90.0,0.001,13.0,0.99999,0.00015145,1.5145e-5,Brehmer2022,String[],ester,,
Styrene,100-42-5,Rxi5SilMS,-47.494,2.8726,6422.0,152.12,5.9959,0.41652,90.431,0.08477,31.162,0.10432,49.853,3.4631,-35270.0,119.21,-51.1,0.32554,-35292.0,119.88,-51.159,0.32657,90.0,0.001,14.0,0.99996,0.00058497,5.3179e-5,Brehmer2022,String[],aromatic,,
3-Methylphenol,108-39-4,Rxi5SilMS,-75.657,3.5038,8971.1,198.84,9.7816,0.50195,122.35,0.10282,30.655,0.063955,81.329,4.1734,-42424.0,91.215,-61.36,0.22552,-45055.0,164.27,-68.3,0.42344,90.0,0.001,14.0,0.99997,0.00076421,6.9474e-5,Brehmer2022,String[],aromatic,,
"1,2-Dichlorobenzene",95-50-1,Rxi5SilMS,-54.181,1.6007,7328.5,90.24,6.8703,0.22956,119.43,0.054087,33.278,0.031169,57.123,1.9087,-38507.0,37.596,-52.179,0.092861,-40189.0,68.151,-56.631,0.17613,90.0,0.001,14.0,0.99999,0.00017769,1.6153e-5,Brehmer2022,String[],aromatic,,
n-Nonanal,124-19-6,Rxi5SilMS,-70.409,2.0144,8832.4,115.76,8.9952,0.28797,128.23,0.070024,30.852,0.03456,74.791,2.3943,-43417.0,50.94,-62.261,0.12263,-46277.0,105.64,-69.748,0.27045,90.0,0.001,15.0,0.99999,0.0004122,3.435e-5,Brehmer2022,String[],aldehyde,Grob,
Chlorobenzene,108-90-7,Rxi5SilMS,-42.318,4.4748,5898.8,232.07,5.3141,0.65123,81.298,0.12177,31.289,0.18483,44.184,5.4146,-33384.0,198.54,-48.279,0.55732,-33000.0,204.73,-47.208,0.57365,90.0,0.001,13.0,0.99992,0.00094068,9.4068e-5,Brehmer2022,String[],aromatic,,
2-Chloroaniline,95-51-2,Rxi5SilMS,-62.008,1.8627,8205.1,108.69,7.8909,0.26562,135.37,0.068303,33.502,0.039522,65.609,2.2085,-41419.0,50.787,-55.479,0.1208,-44395.0,112.98,-63.203,0.28755,90.0,0.001,15.0,0.99999,0.00035069,2.9224e-5,Brehmer2022,String[],aromatic,,
Octan-2-ol,123-96-6,Rxi5SilMS,-65.813,4.112,8129.7,226.99,8.4218,0.59189,109.39,0.13002,29.816,0.093503,70.022,4.9212,-40808.0,130.94,-60.766,0.33648,-42166.0,163.84,-64.409,0.42552,90.0,0.001,17.0,0.99993,0.0020754,0.00014824,Brehmer2022,String[],alcohol,,
Benzyl alcohol,100-51-6,Rxi5SilMS,-67.971,3.1414,8239.0,176.28,8.7786,0.4509,117.09,0.10891,31.64,0.065841,72.989,3.749,-40019.0,86.22,-56.641,0.21531,-41997.0,134.79,-61.893,0.34743,90.0,0.001,17.0,0.99996,0.0012044,8.6032e-5,Brehmer2022,String[],allergenic fragrances,alcohol,
Phenyl acetate,122-79-2,Rxi5SilMS,-70.048,1.4143,8489.6,80.04,9.0401,0.20271,120.99,0.052259,31.533,0.028414,75.164,1.6854,-40961.0,38.475,-58.017,0.094654,-43290.0,65.646,-64.172,0.16848,90.0,0.001,14.0,0.99999,0.00016499,1.4999e-5,Brehmer2022,String[],ester,,
2-Methylphenol,95-48-7,Rxi5SilMS,-77.992,3.0664,8965.2,172.78,10.157,0.43982,119.0,0.10733,30.866,0.058271,84.447,3.6569,-41424.0,81.425,-59.726,0.20151,-43874.0,135.54,-66.214,0.34846,90.0,0.001,16.0,0.99997,0.00097565,7.505e-5,Brehmer2022,String[],aromatic,,
Cyclohexanol,108-93-0,Rxi5SilMS,-62.975,5.1231,7263.0,270.01,8.2213,0.74329,88.988,0.1029,30.6,0.15009,68.356,6.1801,-35634.0,175.95,-52.491,0.48344,-35565.0,177.01,-52.3,0.48526,90.0,0.001,13.0,0.99992,0.00089214,8.9214e-5,Brehmer2022,String[],alcohol,,
Benzaldehyde,100-52-7,Rxi5SilMS,-62.864,2.7132,7550.9,148.2,8.1563,0.39123,104.77,0.08055,31.962,0.070241,67.815,3.2529,-37153.0,83.172,-52.403,0.21707,-38155.0,97.096,-55.106,0.25445,90.0,0.001,16.0,0.99997,0.0006269,4.8223e-5,Brehmer2022,String[],allergenic fragrances,aldehyde,
Acetophenone,98-86-2,Rxi5SilMS,-62.992,0.94281,8040.6,53.681,8.0656,0.13499,123.99,0.038707,32.604,0.016764,67.061,1.1223,-40220.0,22.116,-55.368,0.052999,-42500.0,44.628,-61.367,0.1143,90.0,0.001,13.0,1.0,5.5281e-5,5.5281e-6,Brehmer2022,String[],phenones,aromatic,
Linalool,78-70-6,Rxi5SilMS,-76.926,1.9814,9138.9,113.73,9.9525,0.2833,127.76,0.053745,31.217,0.033214,82.749,2.3555,-42810.0,46.973,-60.873,0.11451,-45935.0,101.19,-69.059,0.26049,90.0,0.001,14.0,0.99999,0.00018864,1.7149e-5,Brehmer2022,String[],allergenic fragrances,terpene,
Heptan-2-one,110-43-0,Rxi5SilMS,-62.986,3.199,7401.0,168.39,8.1531,0.4643,88.024,0.06999,29.272,0.099549,67.788,3.8604,-37052.0,126.82,-56.68,0.34945,-36918.0,127.68,-56.311,0.35108,90.0,0.001,14.0,0.99996,0.00054313,4.9376e-5,Brehmer2022,String[],alkanones,ketone,
Nitrobenzene,98-95-3,Rxi5SilMS,-61.535,1.7691,7978.3,101.77,7.8727,0.25286,128.79,0.05133,33.56,0.034988,65.457,2.1024,-40025.0,42.962,-53.672,0.10459,-42565.0,92.611,-60.315,0.23822,90.0,0.001,14.0,0.99999,0.00015027,1.3661e-5,Brehmer2022,String[],aromatic,,
"3,5-Dimethylphenol",108-68-9,Rxi5SilMS,-81.664,2.7179,9717.7,159.64,10.563,0.3871,138.85,0.071359,31.635,0.037669,87.824,3.2185,-44614.0,55.326,-62.377,0.1303,-48904.0,167.38,-73.462,0.42755,90.0,0.001,12.0,0.99999,0.00021875,2.4305e-5,Brehmer2022,String[],aromatic,,
Phenol,108-95-2,Rxi5SilMS,-75.3,4.0893,8516.4,223.49,9.8207,0.58968,104.66,0.12751,29.699,0.1063,81.654,4.9029,-39960.0,145.54,-59.861,0.38024,-41157.0,164.37,-63.092,0.43005,90.0,0.001,16.0,0.99994,0.0017538,0.0001349,Brehmer2022,String[],aromatic,,
2-Nitrophenol,88-75-5,Rxi5SilMS,-65.114,1.1638,8321.8,68.122,8.3681,0.16586,137.04,0.037747,34.413,0.022637,69.577,1.3791,-40652.0,27.768,-53.196,0.065826,-43925.0,70.894,-61.672,0.18086,90.0,0.001,14.0,1.0,8.404e-5,7.64e-6,Brehmer2022,String[],aromatic,,
"1,2-Dimethylbenzene",95-47-6,Rxi5SilMS,-126.11,2.5171,10270.0,135.32,17.564,0.36407,96.698,0.10154,36.247,0.12391,146.04,3.027,-31377.0,108.64,-38.929,0.29095,-32355.0,113.77,-41.599,0.30197,90.0,0.001,13.0,0.99996,0.00050329,5.0329e-5,Brehmer2022,String[],BTEX,aromatic,
Ethylbenzene,100-41-4,Rxi5SilMS,-123.27,3.3465,9897.2,177.27,17.224,0.48533,89.926,0.13021,36.18,0.186,143.21,4.0352,-30294.0,157.25,-37.53,0.42998,-30284.0,160.89,-37.5,0.43657,90.0,0.001,15.0,0.99989,0.001179,9.8247e-5,Brehmer2022,String[],BTEX,aromatic,
n-Octanal,124-13-0,Rxi17SilMS,-103.88,3.7528,10299.0,205.41,13.845,0.54102,105.34,0.11585,28.314,0.086671,115.11,4.4983,-42066.0,131.32,-65.235,0.34192,-43831.0,151.22,-69.997,0.39391,90.0,0.001,15.0,0.99995,0.001426,0.00011883,Brehmer2022,String[],aldehyde,,
2-Octanone,111-13-7,Rxi17SilMS,-101.18,2.8386,10089.0,154.7,13.472,0.40954,103.34,0.085688,28.253,0.068155,112.01,3.4051,-41714.0,102.4,-64.89,0.26847,-43209.0,114.05,-68.931,0.2985,90.0,0.001,14.0,0.99997,0.00073085,6.6441e-5,Brehmer2022,String[],alkanones,ketone,
Octan-2-ol,123-96-6,Rxi17SilMS,-83.276,12.079,8966.6,651.62,10.933,1.7454,99.402,0.20937,28.364,0.24012,90.905,14.512,-40685.0,347.45,-63.3,0.92654,-41540.0,376.09,-65.623,1.0025,90.0,0.001,10.0,0.99978,0.0018847,0.00026925,Brehmer2022,String[],alcohol,,
Benzyl alcohol,100-51-6,Rxi17SilMS,-82.015,1.9122,9361.3,110.04,10.713,0.27333,128.54,0.035087,31.9,0.045502,89.073,2.2726,-42055.0,60.434,-58.787,0.14961,-45487.0,106.67,-67.771,0.27408,90.0,0.001,11.0,1.0,6.0827e-5,7.6034e-6,Brehmer2022,String[],allergenic fragrances,alcohol,
"1,2-Dimethylbenzene",95-47-6,Rxi17SilMS,-61.233,4.2969,7253.8,226.05,7.9308,0.62341,89.118,0.060677,29.958,0.064488,65.94,5.1833,-36423.0,79.347,-54.634,0.21708,-36365.0,80.19,-54.473,0.21858,90.0,0.001,8.0,0.99999,7.0715e-5,1.4143e-5,Brehmer2022,String[],BTEX,aromatic,
4-Fluoroaniline,371-40-4,Rxi17SilMS,-87.199,1.3086,9555.0,74.589,11.476,0.18734,124.41,0.040927,31.658,0.024026,95.415,1.5576,-41511.0,32.642,-58.505,0.079966,-44795.0,63.41,-67.144,0.16307,90.0,0.001,13.0,1.0,0.00010343,1.0343e-5,Brehmer2022,String[],aromatic,,
Phenyl acetate,122-79-2,Rxi17SilMS,-89.43,1.3043,9972.9,75.266,11.704,0.18633,130.09,0.044311,30.952,0.024063,97.313,1.5493,-43679.0,35.287,-62.412,0.085047,-47580.0,72.138,-72.601,0.18417,90.0,0.001,14.0,0.99999,0.0001513,1.3754e-5,Brehmer2022,String[],ester,,
1-Phenyl ethanol,98-85-1,Rxi17SilMS,-87.269,1.0938,9735.3,63.226,11.446,0.15623,130.85,0.038249,31.935,0.021594,95.169,1.2989,-42495.0,29.839,-59.276,0.071816,-46383.0,61.469,-69.422,0.15683,90.0,0.001,14.0,1.0,0.00010635,9.6684e-6,Brehmer2022,String[],alcohol,,
"2,6-Dimethylphenol",576-26-1,Rxi17SilMS,-81.936,1.5553,9554.0,91.308,10.67,0.22158,138.08,0.046715,32.734,0.035788,88.716,1.8423,-42954.0,47.964,-58.544,0.11481,-47219.0,101.21,-69.574,0.25688,90.0,0.001,14.0,0.99999,0.00016197,1.4725e-5,Brehmer2022,String[],aromatic,Grob,
2-Chlorophenol,95-57-8,Rxi17SilMS,-76.922,2.3245,8575.6,130.11,10.128,0.33378,115.88,0.085313,32.649,0.053633,84.209,2.7752,-38541.0,65.53,-53.162,0.16419,-40721.0,98.729,-58.959,0.25417,90.0,0.001,15.0,0.99998,0.00054279,4.5232e-5,Brehmer2022,String[],aromatic,,
2-Methylphenol,95-48-7,Rxi17SilMS,-90.81,1.7518,9840.2,100.4,11.973,0.25054,126.96,0.039266,31.703,0.034421,99.547,2.0831,-41986.0,46.325,-59.027,0.1144,-45665.0,90.303,-68.676,0.23271,90.0,0.001,12.0,1.0,8.5253e-5,9.4726e-6,Brehmer2022,String[],aromatic,,
Cyclohexanol,108-93-0,Rxi17SilMS,-76.301,3.8066,8134.5,201.43,10.081,0.55202,90.095,0.10492,29.501,0.12412,83.819,4.5897,-37187.0,157.92,-56.466,0.43172,-37195.0,159.35,-56.488,0.43405,90.0,0.001,14.0,0.99994,0.0010053,9.1392e-5,Brehmer2022,String[],alcohol,,
Methyl hexanoate,106-70-7,Rxi17SilMS,-85.289,6.4442,8922.9,339.41,11.233,0.93485,89.375,0.096001,27.095,0.10077,93.397,7.7728,-40330.0,151.51,-65.339,0.41481,-40272.0,153.11,-65.178,0.41751,90.0,0.001,9.0,0.99996,0.00032564,5.4274e-5,Brehmer2022,String[],FAME,FAMEs,
Bromobenzene,108-86-1,Rxi17SilMS,-73.143,1.8773,8087.6,102.47,9.6455,0.27077,104.09,0.065139,31.987,0.056638,80.197,2.2513,-36990.0,66.732,-52.149,0.17445,-38120.0,74.963,-55.2,0.19604,90.0,0.001,15.0,0.99998,0.00035719,2.9766e-5,Brehmer2022,String[],aromatic,,
n-Heptanal,111-71-7,Rxi17SilMS,-93.493,2.8401,9208.0,149.49,12.481,0.41227,87.546,0.073023,27.644,0.088102,103.77,3.4278,-39131.0,125.71,-62.579,0.34645,-38876.0,127.17,-61.875,0.34919,90.0,0.001,13.0,0.99997,0.0004825,4.825e-5,Brehmer2022,String[],aldehyde,,
Benzaldehyde,100-52-7,Rxi17SilMS,-71.329,1.6134,8402.2,90.327,9.2673,0.23164,116.34,0.04293,31.652,0.027336,77.052,1.926,-39849.0,35.519,-56.404,0.089079,-41879.0,62.479,-61.799,0.16242,90.0,0.001,12.0,0.99999,9.4604e-5,1.0512e-5,Brehmer2022,String[],allergenic fragrances,aldehyde,
Ethylbenzene,100-41-4,Rxi17SilMS,-82.834,7.1362,8227.0,368.55,11.096,1.0387,81.076,0.089148,29.203,0.14283,92.253,8.6364,-35725.0,175.65,-54.945,0.49393,-34901.0,192.77,-52.649,0.54024,90.0,0.001,9.0,0.99995,0.00026101,4.3502e-5,Brehmer2022,String[],BTEX,aromatic,
Acetophenone,98-86-2,Rxi17SilMS,-80.284,1.5726,9425.8,91.86,10.436,0.22421,135.79,0.047516,32.42,0.033596,86.768,1.8642,-42888.0,45.547,-58.968,0.10936,-46861.0,97.262,-69.272,0.24761,90.0,0.001,14.0,0.99999,0.00016585,1.5077e-5,Brehmer2022,String[],phenones,aromatic,
Methyl benzoate,93-58-3,Rxi17SilMS,-82.42,1.4928,9610.5,87.369,10.721,0.21277,136.74,0.051567,32.209,0.030149,89.138,1.7691,-43369.0,42.036,-59.9,0.099928,-47535.0,93.407,-70.691,0.23724,90.0,0.001,15.0,0.99999,0.00022056,1.838e-5,Brehmer2022,String[],ester,,
Styrene,100-42-5,Rxi17SilMS,-86.253,3.3068,8675.7,175.74,11.525,0.47924,91.656,0.10241,29.765,0.11646,95.827,3.9846,-37175.0,146.94,-55.995,0.39973,-37334.0,148.8,-56.431,0.40296,90.0,0.001,14.0,0.99994,0.0010008,9.0981e-5,Brehmer2022,String[],aromatic,,
3-Methylphenol,108-39-4,Rxi17SilMS,-86.113,1.9443,9705.8,112.25,11.263,0.27774,130.39,0.059117,31.556,0.035271,93.648,2.3093,-42907.0,49.579,-60.419,0.11986,-46690.0,106.43,-70.295,0.27257,90.0,0.001,14.0,0.99999,0.00025449,2.3135e-5,Brehmer2022,String[],aromatic,,
Octan-1-ol,111-87-5,Rxi17SilMS,-99.44,1.963,10285.0,109.53,13.158,0.28203,114.38,0.062976,28.957,0.037606,109.4,2.345,-43120.0,57.727,-65.362,0.14563,-45787.0,82.71,-72.471,0.21303,90.0,0.001,14.0,0.99999,0.00034661,3.151e-5,Brehmer2022,String[],Grob,alcohol,alcohols
"1,3-Dichlorobenzene",541-73-1,Rxi17SilMS,-72.874,1.6379,8350.9,91.682,9.5459,0.2352,115.84,0.061125,32.627,0.039313,79.369,1.9555,-38560.0,48.016,-53.22,0.12045,-40611.0,70.71,-58.675,0.18199,90.0,0.001,13.0,0.99999,0.00021235,2.1235e-5,Brehmer2022,String[],aromatic,,
Cyclohexanone,108-94-1,Rxi17SilMS,-73.167,3.1827,8138.6,172.41,9.6115,0.45955,101.27,0.084791,30.88,0.072127,79.914,3.8209,-37747.0,89.808,-54.905,0.23658,-38647.0,100.98,-57.348,0.26601,90.0,0.001,13.0,0.99997,0.00045605,4.5605e-5,Brehmer2022,String[],ketone,,
4-Methylphenol,106-44-5,Rxi17SilMS,-90.101,1.8184,9914.2,105.03,11.843,0.25974,130.6,0.055584,31.761,0.033559,98.468,2.1596,-42674.0,46.595,-59.786,0.11262,-46673.0,100.09,-70.223,0.25623,90.0,0.001,14.0,0.99999,0.00022256,2.0233e-5,Brehmer2022,String[],aromatic,,
"1,2-Dichlorobenzene",95-50-1,Rxi17SilMS,-68.37,1.315,8271.3,74.933,8.8688,0.18825,124.28,0.049146,33.276,0.026824,73.739,1.5652,-39466.0,33.277,-53.395,0.080985,-41993.0,63.795,-60.045,0.1637,90.0,0.001,15.0,0.99999,0.00017266,1.4388e-5,Brehmer2022,String[],aromatic,,
Linalool,78-70-6,Rxi17SilMS,-90.507,1.2872,9931.4,72.686,11.846,0.18455,120.1,0.035215,29.327,0.021052,98.493,1.5345,-43842.0,32.435,-65.58,0.080648,-46807.0,57.02,-73.422,0.14726,90.0,0.001,12.0,1.0,7.9151e-5,8.7946e-6,Brehmer2022,String[],allergenic fragrances,terpene,
Aniline,62-53-3,Rxi17SilMS,-77.688,1.9391,8884.2,109.87,10.155,0.27786,121.72,0.061886,31.988,0.034287,84.431,2.3103,-40528.0,45.26,-56.728,0.11118,-43206.0,87.061,-63.799,0.22449,90.0,0.001,14.0,0.99999,0.00025472,2.3156e-5,Brehmer2022,String[],anilines,aromatic,
n-Butylbenzene,104-51-8,Rxi17SilMS,-79.648,2.241,8967.4,125.53,10.419,0.32173,116.45,0.072088,30.926,0.039184,86.631,2.675,-40808.0,53.864,-58.836,0.13412,-43099.0,90.19,-64.926,0.23287,90.0,0.001,13.0,0.99999,0.00028447,2.8447e-5,Brehmer2022,String[],aromatic,,
Heptan-2-one,110-43-0,Rxi17SilMS,-89.404,4.3868,8993.3,229.58,11.875,0.63731,85.643,0.094488,27.202,0.1162,98.738,5.2989,-39348.0,169.36,-63.758,0.46937,-38917.0,172.31,-62.567,0.476,90.0,0.001,12.0,0.99995,0.00071613,7.957e-5,Brehmer2022,String[],alkanones,ketone,
Nonan-2-one,821-55-6,Rxi17SilMS,-96.624,3.8623,10331.0,218.19,12.701,0.55373,120.2,0.12626,29.002,0.064358,105.6,4.604,-44356.0,102.47,-66.858,0.25284,-47545.0,175.39,-75.292,0.45029,90.0,0.001,15.0,0.99995,0.0014938,0.00012449,Brehmer2022,String[],alkanones,ketone,
Nitrobenzene,98-95-3,Rxi17SilMS,-73.419,1.3237,9045.5,78.432,9.4819,0.1883,142.38,0.047897,33.82,0.034193,78.837,1.5656,-42449.0,44.02,-56.249,0.10396,-46579.0,93.549,-66.872,0.23581,90.0,0.001,14.0,0.99999,0.00015831,1.4392e-5,Brehmer2022,String[],aromatic,,
n-Nonanal,124-19-6,Rxi17SilMS,-92.669,1.6611,10157.0,94.221,12.124,0.23798,122.11,0.049284,29.122,0.02738,100.8,1.9787,-44605.0,43.386,-66.94,0.10702,-47842.0,77.815,-75.481,0.2002,90.0,0.001,12.0,0.99999,0.00015022,1.6691e-5,Brehmer2022,String[],aldehyde,Grob,
1-Phenyl-2-propanol,698-87-3,Rxi17SilMS,-83.842,1.8773,9815.0,111.19,10.904,0.26704,142.51,0.047179,32.707,0.038963,90.662,2.2203,-43922.0,53.266,-59.759,0.12645,-48683.0,128.59,-72.004,0.32598,90.0,0.001,13.0,0.99999,0.00013907,1.3907e-5,Brehmer2022,String[],aromatic,,
Hexan-1-ol,111-27-3,Rxi17SilMS,-96.281,4.3438,9117.0,223.53,12.939,0.63302,78.012,0.10077,26.964,0.13635,107.58,5.2632,-38024.0,193.51,-62.374,0.54842,-36735.0,204.98,-58.762,0.57867,90.0,0.001,12.0,0.99994,0.00070651,7.8502e-5,Brehmer2022,String[],alcohols,alcohol,
Chlorobenzene,108-90-7,Rxi17SilMS,-77.456,1.3775,7921.8,71.858,10.336,0.20034,82.751,0.045724,29.851,0.061807,85.937,1.6657,-35281.0,73.611,-53.223,0.20565,-34658.0,75.173,-51.49,0.20934,90.0,0.001,11.0,0.99999,0.00011237,1.4047e-5,Brehmer2022,String[],aromatic,,
2-Nitrophenol,88-75-5,Rxi17SilMS,-76.37,2.0686,9331.7,123.93,9.884,0.29371,147.83,0.052436,34.275,0.054518,82.18,2.4421,-42992.0,69.218,-56.215,0.16294,-47745.0,157.63,-68.359,0.39641,90.0,0.001,13.0,0.99999,0.00016824,1.6824e-5,Brehmer2022,String[],aromatic,,
"3,5-Dimethylphenol",108-68-9,Rxi17SilMS,-89.473,2.5319,10322.0,151.16,11.655,0.3597,146.21,0.061286,32.364,0.056926,96.906,2.9907,-45180.0,80.557,-61.826,0.19015,-50627.0,186.93,-75.773,0.47123,90.0,0.001,13.0,0.99999,0.00025232,2.5232e-5,Brehmer2022,String[],aromatic,,
2-Chloroaniline,95-51-2,Rxi17SilMS,-79.554,1.7568,9546.6,105.55,10.334,0.24932,149.33,0.052235,34.452,0.043679,85.919,2.0729,-43076.0,55.642,-56.052,0.12988,-48173.0,135.41,-69.053,0.34007,90.0,0.001,14.0,0.99999,0.00018538,1.6853e-5,Brehmer2022,String[],aromatic,,
Phenol,108-95-2,Rxi17SilMS,-86.751,1.7324,9284.5,96.393,11.455,0.24903,113.06,0.058737,30.689,0.038267,95.245,2.0705,-40411.0,51.866,-58.726,0.13143,-42607.0,71.688,-64.59,0.18493,90.0,0.001,14.0,0.99999,0.00027024,2.4567e-5,Brehmer2022,String[],aromatic,,
n-Octanal,124-13-0,Rxi5SilMS,-69.572,0.92033,8318.8,53.25,8.9687,0.13142,131.41,0.031335,34.895,0.020674,74.57,1.0927,-38998.0,23.882,-56.251,0.057598,-42086.0,51.494,-64.304,0.13176,90.0,0.002,14.0,1.0,5.8715e-5,5.3377e-6,Brehmer2022,String[],aldehyde,,
